name,description,latitude,longitude,category
"TX 188, on the way from Alpine, TX to Big Bend National Park","TX 188, on the way from Alpine, TX to Big Bend National Park. About 7 miles north of Elephant Mountain State Wildlife Management Area (which charges for camping). Picnic spot area that allows overnight parking, but no ""structures"" are allowed (tents?). Texas allows overnight stays (36 hours). Of course, many of their picnic/rest areas have no toilets and this one was no exception. Accessible to most vehicle types.",30.155849,-103.583366,Free Camping
"Texas Hwy TX 166, West of Fort Davis and Davis Mountains State Park","Texas Hwy TX 166, West of Fort Davis and Davis Mountains State Park.  Looked like a nice rest area for boondocking, but I did not stay here.  Most Texas Picnic areas allow overnight parking, but no ""structures"" are allowed (tents?). Texas allows overnight stays (36 hours). Accessible to most vehicle types.",30.534533,-104.064163,Free Camping
Texas Hwy TX 17,"Texas Hwy TX 17.  This is a nice picnic area pulloff just outside of Davis Mtns.  There is a bit of traffic on TX 17, and you are VERY close to the highway.  Not for light sleepers.  Texas allows overnight stays (36 hours), but no ""structures"" are allowed (tents?). Of course, many of their picnic/rest areas have no toilets and this one was no exception. Accessible to most vehicle types.  NOTE: This is a local party spot.  The area is trashed.  When we stayed there, three trucks pulled up and were apprently upset that we had parked in ""their"" party spot, honking their horns as they drove off.",30.601734,-103.913048,Free Camping
Location is approx,"Location is approx.  US180 mile marker 5 access to BLM land.  Carlsbad NM is about 45 min North.  Open gate to access, Guadelupe Mountains National Park rangers recommended this as an overflow camping spot (when their campgrounds are full).  There might be cows.  Some spots are close to highway.  Very close to Guadelupe Mountain NP.",32.044888,-104.468395,Free Camping
"Water Canyon, inbetween Magdalena, NM and Socorro, NM on US 60","Water Canyon, inbetween Magdalena, NM and Socorro, NM on US 60.  Very Large Array (VLA) Radio Telescope is an hour away or so.  There is a free campground with easier access for small RVs and short trailers on the way to this 4wd site.  Although named water canyon, there was no water to be found.",34.018818,-107.140114,Free Camping
"Wildcat Forest Service road USFS 26, outside Moccasin Creek State Park in Georgia","Wildcat Forest Service road USFS 26, outside Moccasin Creek State Park in Georgia.  Not accessible to RVs or large trailers.",34.860619,-83.64373,Free Camping
"The Slab at Boca Chica State ParkEast of Brownsville, TX, on route 4, 12 mile to Gulf of Mexico","""The Slab"" at Boca Chica State Park

East of Brownsville, TX, on route 4, 1/2 mile to Gulf of Mexico.

Free camping, swimming, and fishing.  No services! LAN at air port.

A large concrete slab and two palm trees left by the hurricanes.
Road noise from route 4.  Safe, as Border Patrol comes often.

Free camping also on 6 miles of beach for experienced sand drivers.",25.9925,-97.14833,Free Camping
Minnie Peterson Campground,Minnie Peterson Campground.  Outside Olympic National Park and Olympic National Forest. Check on status before going!  Click for status.,47.819067,-124.173783,Free Camping
Meriwether Lewis Camp Site Milepost 385,"Meriwether Lewis Camp Site: Milepost 385.9 on the Natchez Trace Parkway. This is a free 32-site NPS campground with a pioneer cemetery, picnic tables, ranger station, exhibits, restrooms, and trails. The site is wooded with RV pull throughs and back-ins, but there are no hookups or dump stations. Clay soil gets muddy when it rains. Maximum continuous stay is 14 days. Southwest from Columbia, TN, on US 412, then south on the Trace from US 412; or north on the Trace from TN 20 between Howenwald and Summertown, TN. As a courtesy, check in with the campground host. Other free camp sites are Jeff Busby at milepost 193.1 and Rocky Springs at milepost 54.8.",35.52488,-87.45555,Free Camping
Quartzsite AZMiles of free BLM camping in the area around Quartzsite,"Quartzsite AZ
Miles of free BLM camping in the area around Quartzsite. A Huge RV and rock festival in Jan.  A lot of flea market type suff all winter.  Close to nothing here in the summer.
Water in town, no designated sites.  Camping East, West and South of town.
I was surprised I didn't find it on this site.",33.39411,-114.15144,Free Camping
Known as Cathedral Campground and it is one of the only free campgrounds in the area It is sponsored by a private entity but is located on national forest land,Known as Cathedral Campground and it is one of the only free campgrounds in the area! It is sponsored by a private entity but is located on national forest land. There are approximately 20 campsites and a central area to hold group gatherings. The only drawback is not much fishing in the area.,37.823,-106.602,Free Camping
Trailhead parking area at end of dirt road used mostly by climbers,"Trailhead parking area at end of dirt road used mostly by climbers. Rangers won't bother you for any reason. Large area south end for tents. Water is available at Outward Bound right near the parking area.
N 35.8836 
W 81.8843",35.8836,-81.8843,Free Camping
Grapevine CG in Gila National Forest,"Grapevine CG in Gila National Forest. Best choice for visiting the Gila Cliff Dwellings National Monument. Monument campgrounds are terrible but free also. This one is about 5 miles before the monument where NM Hwy 15 decends (gear WAY down so you don't ride your brakes the whole way) to cross the Gila River. Campground is bounded on the North by the East Fork of the Gila River. Two side-by-side pit toilets but no other amenities. Sites most often have a fire ring made of rocks by previous users. Steep entry road but good large landing for larger vehicles to turn right into campground at the bottom. If your RV is over 35', you probably shouldn't drive NM Hwy 15 in the first place, otherwise you should be confortable with mountainous grades and curves. GPS is for site at the east end of campground. Topozone map is very accurate and helpful. Avoid summer holiday weekends, too crowded. Gila Cliff Dwellings are a minature Mesa Verde that can be toured in two hours or less. Monument is 100 years old in 2007 so lots of history available. Gila Hot Springs is also a tourist destination between Grapevine CG and the Monument along Hwy 15. Convenience store and phone there. NO cell phone service.",33.176967,-108.201217,Free Camping
"Moore Creek Campground, USFS On Mokelumne River - 12 miles on paved road from Hwy 88Ellis Rd","Moore Creek Campground, USFS 
On Mokelumne River - 12 miles on paved road from Hwy 88/Ellis Rd.  Steep grade - 3000 elevation change - good brakes required.
Trout Fishing, swimming, etc.
USFS Campfire Permit Reuired for campfires and outside propane stove use.  Nearest Office in Pioneer, CA on State Hwy 88.
Two other free USFS campgrounds nearby.
Primative camping along river West of Campground - no trailers or large RVs - smaller 4x4 Truck Campers accessable.",38.47964,-120.26684,Free Camping
Newport Oregon,Newport Oregon.  This 20x60 pull out is at the 9 mile marker out of Newport Oregon on the the Yaquina River via the North Bay Road.  It's a pull out on a secondary road without a lot of traffic.  I see rigs parked there overnight several times a Summer.  I wouldn't stay longer.,44.58527,-123.96148,Free Camping
"Florence, Oregon, Siuslaw National Forest","Florence, Oregon, Siuslaw National Forest.  At about the 179.5 mile marker of hwy 101, 10 miles north of Florence, is a horse shoe turn.  Forest Service road #58 starts in the middle of that turn.  The road is single lane with turnouts and steep at the beginning.  The steep part is paved.  About 3.5 miles in is a Forest Service horse camp marked Horse Creek Trailhead.  The camp has about 15 sites and most are back in but several are pull through and suitable for rigs up to 22-25 feet.  Each site has a small corral for horses.  Camping is free and does not require registration.  I've never seen more than about four sites occupied at any one time.  Drive time to Florence is about 30 minutes.",44.10762,-124.09438,Free Camping
"From Tillman, SC head west from the gas station down the 2 lane hwy","From Tillman, SC head west from the gas station down the 2 lane hwy. maybe 8 mils or so you will see a road going off to the left with a sign saying boat launch. At the end of that road is the campground. Campsite is at the end of State Rd. S-27-201. Overall quality of the campsite is moderately poor.  The local police came by a few times and did not seem to be bothered that we were camping there.  Do not go to this campsite if you get bothered by bugs easy.",32.485082,-81.217679,Free Camping
Small little campsite on National Forest land on Crown Point Road towards the Brown Lake and Zimmerman Lake trailheads,"Small little campsite on National Forest land on Crown Point Road towards the Brown Lake and Zimmerman Lake trailheads. Has a running stream next it to, and is only really suitable for short term camping. Fire ring, but no readily available firewood supply. There are a few campsites just off this side road.

Be careful in this vicinity to honor private land marking. Free camping along Pingree Park road is pretty much nil, as it's posted you must camp 1/4 mile from the ""highway."" Lots of ranger activity, so camp conservatively to avoid tickets. Have traveled passed this campsite several times, and it's usually in use.

Small RV's would work, but not suitable for longer monsters. Very comfortable for a VW Westfalia, you could probably fit 3. Doesn't need to be 4wd as the access roads are well maintained.",40.6543,-105.531,Free Camping
"North Lake, NYWestern Adirondack lakeState land that allows camping free at established sites along the shore of North Lake","North Lake, NY
Western Adirondack lake
State land that allows camping free at established sites along the shore of North Lake.
Various site sizes from small to a big lot that can handle any size. Some spots on the road along the lake are narrow and you can get some tree branches scraping the rig a little but not too much. Great musky fishing!",43.52192,-74.94807,Free Camping
free campground (Private Land)One thousand site belong to Le geant du motorise a big motorhome dealer everybody is welcome nice spot to visit Saguenay and Lac St-Jean,"free campground (Private Land)
One thousand site belong to ""Le geant du motorise"" a big motorhome dealer everybody is welcome nice spot to visit Saguenay and Lac St-Jean",48.543,-71.318,Free Camping
